acn,Report_1_Synopsis,Assessments_Primary_Problem
1299021,Lavatory oxygen masks in B737 did not deploy following a decompression due to the incorrect use of a Tamper Evidence Seal.,Procedure
1633614,A medium transport aircraft flight crew reported aborting a takeoff as a result of conflicting traffic landing on a crossing runway.,Procedure
1287339,ATC assigned parallel runways to VFR arrivals. The aircraft assigned the Left runway mistakenly lined up to land on the Right runway. There was another aircraft on final approach to the right runway which took evasive action.,Procedure
1745747,E175 pilot reported receiving a TCAS alert for traffic on the parallel runway.,Procedure
1634459,Piper Cub pilot reported a gust of wind during landing caused his landing gear to collapse.,Weather
1283387,Controllers report of the letters 'EST' in the end of a NOTAM and the confusion it cost. The Controller thought EST meant Eastern Standard Time; but actually meant estimated. The Controller had aircraft going into the airport to a closed runway thinking it was open. The Controller checked with the Airport Manager who said it was open. An aircraft had to make a missed approach due to men and equipment on the runway.,Chart Or Publication
1588430,UAV operator reported being advised by local FSDO that an investigation of recent operations of his UAV in the vicinity of an airport was being initiated.,Procedure
1756705,Flight Attendant reported the Captain's face mask probably did not conform to policy and in the FA's opinion did little to prevent the spread of COVID-19.,Human Factors
1408393,GEG Tower Controller reported of a near loss of separation due to the a departure not turning as instructed.,Procedure
1385435,An IFR PA-28 reported losing communications with ARTCC when enroute in mountainous terrain at 8;000 feet and when near his destination called the Tower. After landing he was stopped on the runway; then inspected by fire and security as an ARTCC directed security alarm.,Procedure
1334753,A Flight Attendant reported that on two consecutive weeks on her flights from the same station; Federal Air Marshals (FAMs) were boarded without passenger service notice to either the flight attendants or pilots.,Company Policy
1581165,Air carrier Captain reported becoming distracted on approach when the EFB automatically rolled to the alternate airport taxi chart.,Equipment / Tooling
1742825,Air carrier Captain reported operating flights with an incorrect MEL applied. The flight deck sanitizing process was cited as a reason for not closely reviewing the logbook and MEL.,Human Factors
1553403,Hawker 4000 Captain reported receiving a TCAS/RA instruction to climb above the assigned altitude to avoid a VFR aircraft ATC had restricted above.,Procedure
1752664,Air carrier Captain reported that during their takeoff roll; FWA ATC Tower gave a full clearance routing to another aircraft. The Captain described concerns with the high level of distraction created during a critical phase.,Procedure
1278962,An air carrier Captain stated he has concerns about the possibility of eye injuries from solar power plant glare.,Environment - Non Weather Related
1419639,B737-NG Captain reported discovering during preflight that the cockpit windows and the engines showed sign of damage from a volcanic ash encounter.,Environment - Non Weather Related
1543463,ZKC Center Traffic Management Coordinator reported the Command Center Traffic Management Unit refused to comply with a request to reroute aircraft due to thunderstorms.,Company Policy
1423691,B737 Captain reported the company flight planning service incorrectly projected a shorter time for a longer route.,Company Policy
1627103,Air Carrier Captain reported controllers at LGA routinely use improper unclear phraseology to taxi aircraft.,Procedure
1759137,Air carrier Captain reported a roof top solar array presented a blinding glare on approach to SAN Runway 27.,Environment - Non Weather Related
1765550,Flight Instructor on training flight reported a Near Mid Air Collision with another aircraft.,Human Factors
1756393,C-150 Private Pilot reported executing a successful evasive maneuver due to an NMAC event.,Human Factors
1478487,B737 Captain reported a lightning strike at FL180. The crew elected to return to the departure airport.,Weather
1308644,An air carrier 19NM from CLE Runway 6L was 'cleared to cross DUPAY at or above 3;000'; cleared for ILS 6L' and descended out of Class B airspace prior to 15DME at 230Kts.,Procedure
1598347,B737 First Officer reported experiencing jet-blast in the flare from a heavy jet taxiing between the runways.,Company Policy
1277442,An Oakland Center (ZOA) Controller reports of a loss of separation due to an aircraft taking a different heading then they were supposed to. A Pilot reports of entering information into the FMS and then aircraft turned to continue on the routing assigned.,Procedure
1756534,Air carrier Captain reported during pre-flight a passenger erected a personal tent bubble after sitting in the cabin area. Captain described the safety implications of having a tent over your body in an emergency situation.,Human Factors
1595390,Air carrier flight crew were given 5 different speed assignments on the CREDE 3 STAR.,Procedure
1534537,A321 flight crew reported that during descent they got a TCAS RA; so they followed the descent advisory.,Airspace Structure
1763764,Flight attendants reported a passenger boarded wearing a powered air purifier respirator during the flight and they were not sure if it was allowed.,Human Factors
