acn,Report_1_Synopsis,Assessments_Primary_Problem
1480154,L-39 flight crew reported a NMAC during unusual attitude training.,Airspace Structure
1527986,UAV Operator reported thinking he was cleared via a waiver to operate within ONT airspace; but after the flight determined the waiver had never been obtained.,Company Policy
1758206,B737 NG Captain reported the FMS showed an extra point on the departure that was not on the SID.,Chart Or Publication
1568419,B-777 flight crew reported passing over a drone by 1000 feet while at 4000 feet on the HYPER 7 ARRIVIAL into IAD.,Airspace Structure
1721320,Flight Crew reported that the aircraft was pushed back without a clearance and onto an active taxiway.,Chart Or Publication
1751907,Technician reported experiencing confusion and deferred the wrong bleed valve and applied the wrong MEL.,MEL
1460451,Air carrier baggage handler reported experiencing nausea and other physical issues presumably related to fumes from one of the bags that came off an international flight.,Environment - Non Weather Related
1397571,An air carrier Captain reported a CPDLC enroute oceanic weather diversion clearance revision included an E180 waypoint; but the FMC always recognizes 180° as W180. Sabre and ATC recognizes 180° as E180; a uniformity discrepancy which should be corrected.,Chart Or Publication
1746407,B767 flight crew reported receiving a CFIT alert from the Approach Controller. Pilot crew also described difficulty communicating with the very busy controller.,Staffing
1232137,Flight crew of a CRJ-200 repositioning flight for maintenance were planned for FL320; gear down flight at 250 KIAS. Enroute aircraft is only able to climb to FL240 max altitude thus dipping into their fuel reserves and forcing a diversion. Flight refuels and continues on to intended destination.,Equipment / Tooling
1389053,P50 Developmental Controller reported observing an aircraft descend below the MVA.,Airspace Structure
1566777,CL-350 pilot reports confusion regarding the initial climb segment on the RNAV SID chart and climb restriction was not in aircraft database.,Chart Or Publication
1531251,B737 Captain reported that the brand-new Tipp Toe visual approach into SFO runway 28L; has a waypoint that is not in the current FMC database.,Incorrect / Not Installed / Unavailable Part
1312916,A SCT TRACON Controller reported of a FUSION Radar tracking problem.  The Controller reported of a track that turned to parallel another aircraft that he was separating the turning aircraft from.  The Controller reported the STARS system showing Not ARTS Tracked (NAT) on the aircraft then it jumped back to where it was originally supposed to be flying.  Controller wants the STARS turned off and Common Automated Radar Terminal System (ARTS) used again.,ATC Equipment / Nav Facility / Buildings
1399829,EMB-175 Captain reported receiving several EICAS messages on system anomalies that were determined to be a result of a wake turbulence encounter during approach. All items were successfully cleared after landing.,Environment - Non Weather Related
1604644,Embraer regional jet First Officer reported executing a missed approach after the BUF Runway 15 localizer signal appeared to be unreliable.,ATC Equipment / Nav Facility / Buildings
1294353,C182 pilot on an IFR flight plan executing a circling approach noticed an aerobatic aircraft flying acrobatic maneuvers directly over the airport above and below their flight altitude. Reporter stated there was a waiver in place for the acrobatic box over the airport; but feels it was unsafe and should have been modified or withdrawn.,Airspace Structure
1770983,Flight Attendant reported concerns with storing a bottle of sanitizing agent aboard the aircraft.,Company Policy
1776961,Gate Agent reported the electronic boarding pass readers at the gate need to be sanitized after each flight.,Environment - Non Weather Related
1677756,CRJ-900 Captain reported encountering wake turbulence on arrival into JFK more than 20 miles in trail of a B777.,Environment - Non Weather Related
1505027,B737 Maintenance crew reported that they installed an over-wing slide and it deployed when they connected the electrical connector.,Manuals
1761407,Ground employee reported being in contact with a coworker who tested positive for COVID-19 and asked to report to work the next day.,Company Policy
1530140,Center Controller reported descending an aircraft to an altitude below the Minimum IFR Altitude because the numbers on the radar display were unclear.,ATC Equipment / Nav Facility / Buildings
1552534,P50 TRACON Controller reported a false radar target movement caused him to issue a vector to an aircraft which placed it into conflict with another aircraft.,ATC Equipment / Nav Facility / Buildings
1335039,The Controller took a handoff on a departure thinking it was climbing to 8000 feet. The departure was climbing to 9000 feet. There is conflicting information between the Controller's procedures manuals.,Manuals
1356737,A Fractional Captain reporting being cleared direct to LEXAD intersection. The pilot read back LEXIM another fix on their route. ATC did not notice the read back and the pilot proceeded to the wrong fix.,Chart Or Publication
1583958,Center Controller reported Traffic Management Unit did not take appropriate measures to help during weather deviations and Supevisors did not have the Sectors staffed accordingly.,Company Policy
